time,Hs (m),Tp (sec),DirPeak(deg),Depth(mm),H1/10 (m),Tmean (sec),Dmean (deg),source_file,Dmean
17/03/2024 07:00,0.21,18,165,19815,0.27,10.5,194,KNW02_Waves.xlsx,
17/03/2024 08:00,0.17,6.7,153,19818,0.22,9.2,122,KNW02_Waves.xlsx,
17/03/2024 09:00,0.25,7.5,73,19786,0.32,6.5,66,KNW02_Waves.xlsx,
17/03/2024 10:00,0.22,2.3,49,19786,0.28,3.3,195,KNW02_Waves.xlsx,
17/03/2024 11:00,0.4,2.2,150,19780,0.51,3.5,133,KNW02_Waves.xlsx,
17/03/2024 12:00,0.2,8.5,67,19771,0.26,7.5,57,KNW02_Waves.xlsx,
17/03/2024 13:00,0.29,2.7,249,19775,0.36,6.5,183,KNW02_Waves.xlsx,
17/03/2024 14:00,0.14,11.5,13,19764,0.18,16.9,348,KNW02_Waves.xlsx,
17/03/2024 15:00,0.25,11.5,9,19735,0.31,7.3,357,KNW02_Waves.xlsx,
17/03/2024 16:00,0.42,2.5,164,19746,0.53,4.9,66,KNW02_Waves.xlsx,
17/03/2024 17:00,0.51,2.2,299,19754,0.65,3.9,275,KNW02_Waves.xlsx,
17/03/2024 18:00,0.35,7.5,85,19727,0.44,6.4,75,KNW02_Waves.xlsx,
17/03/2024 19:00,0.39,8.5,121,19724,0.49,7.2,137,KNW02_Waves.xlsx,
17/03/2024 20:00,0.31,5.1,321,19722,0.4,5.3,179,KNW02_Waves.xlsx,
17/03/2024 21:00,0.36,2.4,48,19692,0.45,3.8,132,KNW02_Waves.xlsx,
17/03/2024 22:00,0.56,2.1,73,19713,0.71,4.2,88,KNW02_Waves.xlsx,
17/03/2024 23:00,0.37,8.5,97,19726,0.47,4.8,107,KNW02_Waves.xlsx,
18/03/2024 00:00,0.39,8.5,289,19685,0.49,6.1,288,KNW02_Waves.xlsx,
18/03/2024 01:00,0.54,2,175,19708,0.69,3.3,225,KNW02_Waves.xlsx,
18/03/2024 02:00,0.43,8.5,69,19717,0.55,5.6,2,KNW02_Waves.xlsx,
18/03/2024 03:00,0.42,8.5,193,19695,0.54,5.6,229,KNW02_Waves.xlsx,
18/03/2024 04:00,0.22,2.4,281,19714,0.28,4.9,274,KNW02_Waves.xlsx,
18/03/2024 05:00,0.51,2.3,155,19733,0.65,4.4,187,KNW02_Waves.xlsx,
18/03/2024 06:00,0.43,2.1,265,19708,0.54,3.7,16,KNW02_Waves.xlsx,
18/03/2024 07:00,0.38,7.5,257,19735,0.48,4.7,256,KNW02_Waves.xlsx,
18/03/2024 08:00,0.34,8.5,273,19730,0.43,4.4,269,KNW02_Waves.xlsx,
18/03/2024 09:00,0.47,2.1,190,19716,0.59,3.8,306,KNW02_Waves.xlsx,
18/03/2024 10:00,0.14,9.8,331,19732,0.18,14,42,KNW02_Waves.xlsx,
18/03/2024 11:00,0.27,7.5,85,19721,0.35,5.8,82,KNW02_Waves.xlsx,
18/03/2024 12:00,0.26,9.8,127,19713,0.34,7.4,153,KNW02_Waves.xlsx,
18/03/2024 13:00,0.13,14,109,19720,0.16,18.4,107,KNW02_Waves.xlsx,
18/03/2024 14:00,0.54,8.5,183,19722,0.68,4.2,179,KNW02_Waves.xlsx,
18/03/2024 15:00,0.53,8.5,261,19740,0.67,3.9,316,KNW02_Waves.xlsx,
18/03/2024 16:00,0.63,2.1,332,19752,0.8,3.4,318,KNW02_Waves.xlsx,
18/03/2024 17:00,0.53,2.5,253,19761,0.67,4.2,265,KNW02_Waves.xlsx,
18/03/2024 18:00,0.5,7.5,357,19757,0.63,4.5,346,KNW02_Waves.xlsx,
18/03/2024 19:00,0.48,7.5,219,19772,0.61,4.6,323,KNW02_Waves.xlsx,
18/03/2024 20:00,0.31,2.5,49,19762,0.4,5.3,340,KNW02_Waves.xlsx,
18/03/2024 21:00,0.33,2.5,327,19765,0.41,5,315,KNW02_Waves.xlsx,
18/03/2024 22:00,0.42,8.5,189,19775,0.53,6.4,192,KNW02_Waves.xlsx,
18/03/2024 23:00,0.55,7.5,245,19735,0.7,4.1,186,KNW02_Waves.xlsx,
19/03/2024 00:00,0.44,8.5,81,19736,0.55,5.6,55,KNW02_Waves.xlsx,
19/03/2024 01:00,0.38,2.6,69,19739,0.48,5.5,63,KNW02_Waves.xlsx,
19/03/2024 02:00,0.54,2.1,233,19735,0.69,4.2,322,KNW02_Waves.xlsx,
19/03/2024 03:00,0.68,2,311,19755,0.86,3.1,77,KNW02_Waves.xlsx,
19/03/2024 04:00,0.5,2.4,73,19771,0.63,4.4,203,KNW02_Waves.xlsx,
19/03/2024 05:00,0.37,2.3,225,19769,0.47,5.3,199,KNW02_Waves.xlsx,
19/03/2024 06:00,0.39,8.5,217,19790,0.5,6.4,124,KNW02_Waves.xlsx,
19/03/2024 07:00,0.51,9.8,269,19782,0.64,5.3,218,KNW02_Waves.xlsx,
19/03/2024 08:00,0.6,8.5,341,19787,0.77,3.7,329,KNW02_Waves.xlsx,
19/03/2024 09:00,0.46,2.6,146,19786,0.58,5,146,KNW02_Waves.xlsx,
19/03/2024 10:00,0.57,2.5,257,19781,0.73,3.5,204,KNW02_Waves.xlsx,
19/03/2024 11:00,0.59,8.5,237,19783,0.75,3.7,208,KNW02_Waves.xlsx,
19/03/2024 12:00,0.68,2.2,46,19773,0.87,3.4,74,KNW02_Waves.xlsx,
19/03/2024 13:00,0.41,2.7,257,19778,0.52,4.2,316,KNW02_Waves.xlsx,
19/03/2024 14:00,0.57,2.2,221,19787,0.72,4,339,KNW02_Waves.xlsx,
19/03/2024 15:00,0.49,2.8,285,19790,0.62,4.3,305,KNW02_Waves.xlsx,
19/03/2024 16:00,0.59,2.2,253,19791,0.75,3.7,261,KNW02_Waves.xlsx,
19/03/2024 17:00,0.81,2,241,19809,1.04,3,216,KNW02_Waves.xlsx,
19/03/2024 18:00,0.61,8.5,273,19813,0.78,4.2,204,KNW02_Waves.xlsx,
19/03/2024 19:00,0.71,2.3,288,19808,0.9,3.4,311,KNW02_Waves.xlsx,
19/03/2024 20:00,0.73,2.1,307,19808,0.93,3.3,331,KNW02_Waves.xlsx,
19/03/2024 21:00,0.22,7.5,101,19805,0.28,8.9,117,KNW02_Waves.xlsx,
19/03/2024 22:00,0.5,8.5,29,19808,0.64,4.9,14,KNW02_Waves.xlsx,
19/03/2024 23:00,0.5,2.1,149,19807,0.64,3.8,240,KNW02_Waves.xlsx,
20/03/2024 00:00,0.3,8.5,159,19820,0.38,4.7,186,KNW02_Waves.xlsx,
20/03/2024 01:00,0.47,8.5,21,19831,0.6,5.4,356,KNW02_Waves.xlsx,
20/03/2024 02:00,0.47,2.3,161,19852,0.6,4.1,166,KNW02_Waves.xlsx,
20/03/2024 03:00,0.58,7.5,181,19854,0.74,4.1,234,KNW02_Waves.xlsx,
20/03/2024 04:00,0.19,2.7,345,19863,0.24,4.3,256,KNW02_Waves.xlsx,
20/03/2024 05:00,0.27,2.3,47,19854,0.35,4.3,72,KNW02_Waves.xlsx,
20/03/2024 06:00,0.13,14,199,19871,0.16,15.8,214,KNW02_Waves.xlsx,
20/03/2024 07:00,0.46,8.5,13,19875,0.59,4.4,5,KNW02_Waves.xlsx,
20/03/2024 08:00,0.53,2.3,195,19873,0.68,4.4,230,KNW02_Waves.xlsx,
20/03/2024 09:00,0.28,8.5,325,19884,0.36,8.8,354,KNW02_Waves.xlsx,
20/03/2024 10:00,0.25,7.5,249,19889,0.32,8.4,245,KNW02_Waves.xlsx,
20/03/2024 11:00,0.21,8.5,169,19884,0.27,7.7,140,KNW02_Waves.xlsx,
20/03/2024 12:00,0.17,14,257,19884,0.22,10,231,KNW02_Waves.xlsx,
20/03/2024 13:00,0.15,7.5,313,19886,0.19,13,296,KNW02_Waves.xlsx,
20/03/2024 14:00,0.32,25,53,19889,0.41,7,356,KNW02_Waves.xlsx,
20/03/2024 15:00,0.28,4.1,359,19893,0.36,5.4,199,KNW02_Waves.xlsx,
20/03/2024 16:00,0.25,11.5,173,19880,0.32,7.5,102,KNW02_Waves.xlsx,
20/03/2024 17:00,0.29,8.5,231,19888,0.36,5.6,235,KNW02_Waves.xlsx,
20/03/2024 18:00,0.25,11.5,101,19901,0.32,6.9,91,KNW02_Waves.xlsx,
20/03/2024 19:00,0.3,8.5,53,19894,0.38,6.6,6,KNW02_Waves.xlsx,
20/03/2024 20:00,0.54,8.5,9,19894,0.69,4.2,36,KNW02_Waves.xlsx,
20/03/2024 21:00,0.23,8.5,331,19891,0.3,9.1,313,KNW02_Waves.xlsx,
20/03/2024 22:00,0.24,2,213,19885,0.3,2.8,224,KNW02_Waves.xlsx,
20/03/2024 23:00,0.15,9.8,145,19895,0.19,13.9,125,KNW02_Waves.xlsx,
21/03/2024 00:00,0.27,8.5,43,19897,0.34,4.8,86,KNW02_Waves.xlsx,
21/03/2024 01:00,0.3,8.5,205,19877,0.39,6.1,204,KNW02_Waves.xlsx,
21/03/2024 02:00,0.12,4.4,49,19900,0.15,7,39,KNW02_Waves.xlsx,
21/03/2024 03:00,0.54,2.3,325,19903,0.68,3.6,277,KNW02_Waves.xlsx,
21/03/2024 04:00,0.16,9.8,289,19901,0.21,13.8,332,KNW02_Waves.xlsx,
21/03/2024 05:00,0.15,11.5,273,19899,0.19,13.8,235,KNW02_Waves.xlsx,
21/03/2024 06:00,0.23,8.5,331,19907,0.29,8.7,344,KNW02_Waves.xlsx,
21/03/2024 07:00,0.3,8.5,71,19898,0.38,5.6,69,KNW02_Waves.xlsx,
21/03/2024 08:00,0.18,9.8,360,19925,0.23,9.4,21,KNW02_Waves.xlsx,
21/03/2024 09:00,0.33,2.2,269,19893,0.42,3.9,177,KNW02_Waves.xlsx,
21/03/2024 10:00,0.24,7.5,225,19892,0.3,7.9,251,KNW02_Waves.xlsx,
21/03/2024 11:00,0.14,11.5,331,19891,0.18,13.5,29,KNW02_Waves.xlsx,
21/03/2024 12:00,0.09,11.5,177,19861,0.12,15.8,153,KNW02_Waves.xlsx,
21/03/2024 13:00,0.18,6.1,291,19829,0.23,7.2,285,KNW02_Waves.xlsx,
21/03/2024 14:00,0.13,11.5,229,19765,0.16,15.3,257,KNW02_Waves.xlsx,
21/03/2024 15:00,0.28,8.5,313,19760,0.36,7.7,339,KNW02_Waves.xlsx,
21/03/2024 16:00,0.29,2.5,161,19754,0.37,4.5,159,KNW02_Waves.xlsx,
21/03/2024 17:00,0.45,8.5,261,19769,0.58,4.7,266,KNW02_Waves.xlsx,
21/03/2024 18:00,0.38,2.5,82,19765,0.48,5.1,43,KNW02_Waves.xlsx,
21/03/2024 19:00,0.67,2.2,197,19765,0.85,3.4,169,KNW02_Waves.xlsx,
21/03/2024 20:00,0.67,2.6,349,19774,0.86,3.6,193,KNW02_Waves.xlsx,
21/03/2024 21:00,0.68,8.5,305,19786,0.87,3.6,337,KNW02_Waves.xlsx,
21/03/2024 22:00,0.68,2.2,337,19786,0.86,3.5,346,KNW02_Waves.xlsx,
21/03/2024 23:00,0.55,2.1,169,19791,0.69,3.5,116,KNW02_Waves.xlsx,
22/03/2024 00:00,0.62,2.1,85,19783,0.78,3.8,148,KNW02_Waves.xlsx,
22/03/2024 01:00,0.54,2.3,317,19774,0.68,4.1,223,KNW02_Waves.xlsx,
22/03/2024 02:00,0.51,7.5,269,19772,0.64,4.5,322,KNW02_Waves.xlsx,
22/03/2024 03:00,0.51,2.2,169,19782,0.64,4.2,203,KNW02_Waves.xlsx,
22/03/2024 04:00,0.22,11.5,305,19776,0.28,10.1,289,KNW02_Waves.xlsx,
22/03/2024 05:00,0.49,2.2,217,19789,0.62,3.7,199,KNW02_Waves.xlsx,
22/03/2024 06:00,0.14,9.8,253,19786,0.18,14.2,246,KNW02_Waves.xlsx,
22/03/2024 07:00,0.33,8.5,57,19793,0.42,5.1,47,KNW02_Waves.xlsx,
22/03/2024 08:00,0.27,9.8,69,19785,0.34,6.7,83,KNW02_Waves.xlsx,
22/03/2024 09:00,0.48,2,175,19788,0.61,3.6,218,KNW02_Waves.xlsx,
22/03/2024 10:00,0.47,2.4,49,19780,0.59,4.3,355,KNW02_Waves.xlsx,
22/03/2024 11:00,0.35,2.4,61,19777,0.45,3.8,122,KNW02_Waves.xlsx,
22/03/2024 12:00,0.51,9.8,197,19769,0.64,5,203,KNW02_Waves.xlsx,
22/03/2024 13:00,0.58,2.6,146,19783,0.74,3.6,64,KNW02_Waves.xlsx,
22/03/2024 14:00,0.65,8.5,249,19781,0.83,4.3,293,KNW02_Waves.xlsx,
22/03/2024 15:00,0.51,2.5,302,19787,0.64,4.2,138,KNW02_Waves.xlsx,
22/03/2024 16:00,0.63,8.5,45,19781,0.8,4,1,KNW02_Waves.xlsx,
22/03/2024 17:00,0.67,2,61,19784,0.85,3.7,40,KNW02_Waves.xlsx,
22/03/2024 18:00,0.37,8.5,89,19770,0.47,5.7,85,KNW02_Waves.xlsx,
22/03/2024 19:00,0.41,8.5,129,19799,0.51,6.1,143,KNW02_Waves.xlsx,
22/03/2024 20:00,0.36,6.7,129,19794,0.46,5.7,101,KNW02_Waves.xlsx,
22/03/2024 21:00,0.56,7.5,331,19796,0.71,4.1,329,KNW02_Waves.xlsx,
22/03/2024 22:00,0.59,5.1,161,19800,0.75,4.7,154,KNW02_Waves.xlsx,
22/03/2024 23:00,0.71,8.5,355,19800,0.91,3.5,350,KNW02_Waves.xlsx,
23/03/2024 00:00,0.39,2.5,74,19802,0.5,5.1,223,KNW02_Waves.xlsx,
23/03/2024 01:00,0.6,8.5,29,19788,0.77,4.5,16,KNW02_Waves.xlsx,
23/03/2024 02:00,0.62,8.5,189,19791,0.79,4.4,152,KNW02_Waves.xlsx,
23/03/2024 03:00,0.55,2,326,19793,0.7,3.6,3,KNW02_Waves.xlsx,
23/03/2024 04:00,0.13,9.8,129,19797,0.17,12.6,100,KNW02_Waves.xlsx,
23/03/2024 05:00,0.27,2.5,57,19800,0.34,3.9,62,KNW02_Waves.xlsx,
23/03/2024 06:00,0.37,7.5,169,19816,0.47,4.5,159,KNW02_Waves.xlsx,
23/03/2024 07:00,0.25,7.5,149,19814,0.31,5.2,146,KNW02_Waves.xlsx,
23/03/2024 08:00,0.16,9.8,137,19812,0.2,10.2,136,KNW02_Waves.xlsx,
23/03/2024 09:00,0.17,11.5,125,19803,0.22,12.1,152,KNW02_Waves.xlsx,
23/03/2024 10:00,0.11,25,329,19794,0.14,18.6,349,KNW02_Waves.xlsx,
23/03/2024 11:00,0.21,7.5,49,19788,0.27,6.6,56,KNW02_Waves.xlsx,
23/03/2024 12:00,0.13,9.8,329,19775,0.17,13.5,2,KNW02_Waves.xlsx,
23/03/2024 13:00,0.11,14,305,19776,0.14,14.5,260,KNW02_Waves.xlsx,
23/03/2024 14:00,0.18,9.8,117,19774,0.23,9.9,134,KNW02_Waves.xlsx,
23/03/2024 15:00,0.19,9.8,117,19763,0.25,7.8,111,KNW02_Waves.xlsx,
23/03/2024 16:00,0.16,8.5,207,19776,0.2,11.4,205,KNW02_Waves.xlsx,
23/03/2024 17:00,0.28,8.5,165,19778,0.36,7.4,164,KNW02_Waves.xlsx,
23/03/2024 18:00,0.28,2.4,274,19769,0.36,3.7,19,KNW02_Waves.xlsx,
23/03/2024 19:00,0.29,11.5,229,19774,0.37,6,176,KNW02_Waves.xlsx,
23/03/2024 20:00,0.16,11.5,237,19790,0.2,15,258,KNW02_Waves.xlsx,
23/03/2024 21:00,0.17,11.5,331,19786,0.22,14.3,351,KNW02_Waves.xlsx,
23/03/2024 22:00,0.12,18,105,19785,0.16,15.3,134,KNW02_Waves.xlsx,
23/03/2024 23:00,0.14,25,229,19772,0.17,19.6,230,KNW02_Waves.xlsx,
24/03/2024 00:00,0.3,3.4,273,19761,0.38,5,219,KNW02_Waves.xlsx,
24/03/2024 01:00,0.17,3.1,257,19772,0.22,6.1,218,KNW02_Waves.xlsx,
24/03/2024 02:00,0.31,7.5,313,19758,0.39,7,258,KNW02_Waves.xlsx,
24/03/2024 03:00,0.21,2.5,17,19754,0.27,4.1,328,KNW02_Waves.xlsx,
24/03/2024 04:00,0.11,9.8,33,19753,0.14,13.5,13,KNW02_Waves.xlsx,
24/03/2024 05:00,0.18,7.5,329,19764,0.23,9.7,301,KNW02_Waves.xlsx,
24/03/2024 06:00,0.12,9.8,41,19753,0.15,12,346,KNW02_Waves.xlsx,
24/03/2024 07:00,0.14,14,297,19772,0.18,16.8,303,KNW02_Waves.xlsx,
24/03/2024 08:00,0.25,8.5,133,19774,0.31,8,154,KNW02_Waves.xlsx,
24/03/2024 09:00,0.28,2.3,33,19755,0.35,4,57,KNW02_Waves.xlsx,
24/03/2024 10:00,0.14,11.5,77,19760,0.17,13.5,80,KNW02_Waves.xlsx,
24/03/2024 11:00,0.13,25,77,19758,0.16,21.7,90,KNW02_Waves.xlsx,
24/03/2024 12:00,0.36,2.2,349,19754,0.46,4.5,309,KNW02_Waves.xlsx,
24/03/2024 13:00,0.36,8.5,61,19752,0.46,6.3,65,KNW02_Waves.xlsx,
24/03/2024 14:00,0.22,14,331,19766,0.28,10.4,256,KNW02_Waves.xlsx,
24/03/2024 15:00,0.1,9.8,313,19761,0.12,12,21,KNW02_Waves.xlsx,
24/03/2024 16:00,0.29,8.5,307,19768,0.38,6.1,319,KNW02_Waves.xlsx,
24/03/2024 17:00,0.48,7.5,253,19784,0.61,4.3,206,KNW02_Waves.xlsx,
24/03/2024 18:00,0.63,8.5,265,19785,0.79,3.7,274,KNW02_Waves.xlsx,
24/03/2024 19:00,0.53,7.5,193,19808,0.67,4.9,184,KNW02_Waves.xlsx,
24/03/2024 20:00,0.37,2,205,19813,0.47,3.9,256,KNW02_Waves.xlsx,
24/03/2024 21:00,0.25,5.1,173,19812,0.31,5.7,186,KNW02_Waves.xlsx,
24/03/2024 22:00,0.18,7.5,339,19836,0.23,11.3,35,KNW02_Waves.xlsx,
24/03/2024 23:00,0.31,8.5,133,19848,0.39,6.1,90,KNW02_Waves.xlsx,
25/03/2024 00:00,0.36,6.1,29,19827,0.46,5.5,11,KNW02_Waves.xlsx,
25/03/2024 01:00,0.45,2.2,72,19828,0.57,3.5,38,KNW02_Waves.xlsx,
25/03/2024 02:00,0.4,7.5,237,19838,0.51,5.2,232,KNW02_Waves.xlsx,
25/03/2024 03:00,0.31,8.5,29,19850,0.4,5.8,338,KNW02_Waves.xlsx,
25/03/2024 04:00,0.23,11.5,245,19860,0.29,6.6,267,KNW02_Waves.xlsx,
25/03/2024 05:00,0.45,8.5,33,19869,0.57,4.8,12,KNW02_Waves.xlsx,
25/03/2024 06:00,0.47,8.5,157,19878,0.59,4.7,143,KNW02_Waves.xlsx,
25/03/2024 07:00,0.41,2.2,213,19880,0.52,3.8,225,KNW02_Waves.xlsx,
25/03/2024 08:00,0.23,3,142,19881,0.29,4.8,170,KNW02_Waves.xlsx,
25/03/2024 09:00,0.45,2.2,191,19886,0.57,3.8,247,KNW02_Waves.xlsx,
25/03/2024 10:00,0.2,8.5,121,19880,0.26,8.3,128,KNW02_Waves.xlsx,
25/03/2024 11:00,0.54,2.3,321,19866,0.69,3.9,168,KNW02_Waves.xlsx,
25/03/2024 12:00,0.57,8.5,297,19866,0.73,3.7,261,KNW02_Waves.xlsx,
25/03/2024 13:00,0.6,8.5,301,19870,0.76,3.9,286,KNW02_Waves.xlsx,
25/03/2024 14:00,0.82,8.5,187,19829,1.04,3.2,227,KNW02_Waves.xlsx,
25/03/2024 15:00,0.53,8.5,331,19854,0.67,4.7,329,KNW02_Waves.xlsx,
25/03/2024 16:00,0.32,8.5,139,19861,0.41,7.2,139,KNW02_Waves.xlsx,
25/03/2024 17:00,0.69,8.5,301,19845,0.88,4.1,271,KNW02_Waves.xlsx,
25/03/2024 18:00,0.46,8.5,147,19856,0.59,4.9,150,KNW02_Waves.xlsx,
25/03/2024 19:00,0.65,7.5,245,19864,0.83,4.1,255,KNW02_Waves.xlsx,
25/03/2024 20:00,0.68,2,87,19880,0.86,3.6,270,KNW02_Waves.xlsx,
25/03/2024 21:00,0.66,5.1,-1,19879,0.84,5.8,-1,KNW02_Waves.xlsx,
25/03/2024 22:00,0.62,8.5,69,19878,0.78,4.2,54,KNW02_Waves.xlsx,
25/03/2024 23:00,0.46,7.5,123,19879,0.58,6.4,134,KNW02_Waves.xlsx,
26/03/2024 00:00,0.64,8.5,337,19872,0.81,4.3,354,KNW02_Waves.xlsx,
26/03/2024 01:00,0.51,8.5,91,19877,0.65,5.5,120,KNW02_Waves.xlsx,
26/03/2024 02:00,0.63,7.5,29,19869,0.8,4.4,59,KNW02_Waves.xlsx,
26/03/2024 03:00,0.49,8.5,105,19900,0.62,4.7,101,KNW02_Waves.xlsx,
26/03/2024 04:00,0.17,6.1,327,19929,0.21,10.5,332,KNW02_Waves.xlsx,
26/03/2024 05:00,0.19,8.5,105,19930,0.25,8.9,136,KNW02_Waves.xlsx,
26/03/2024 06:00,0.41,2.4,165,19936,0.52,4.4,145,KNW02_Waves.xlsx,
26/03/2024 07:00,0.44,7.5,133,19951,0.56,6.7,154,KNW02_Waves.xlsx,
26/03/2024 08:00,0.68,2.1,188,19952,0.86,3.7,206,KNW02_Waves.xlsx,
26/03/2024 09:00,0.47,6.1,25,19931,0.59,4.8,17,KNW02_Waves.xlsx,
26/03/2024 10:00,0.6,8.5,93,19921,0.76,3.7,157,KNW02_Waves.xlsx,
26/03/2024 11:00,0.52,8.5,229,19912,0.67,4.9,210,KNW02_Waves.xlsx,
26/03/2024 12:00,0.62,5.5,-1,19920,0.79,5.9,-1,KNW02_Waves.xlsx,
26/03/2024 13:00,0.65,2.5,1,19913,0.82,3.5,1,KNW02_Waves.xlsx,
26/03/2024 14:00,0.55,2.2,71,19903,0.69,3.8,42,KNW02_Waves.xlsx,
26/03/2024 15:00,0.38,8.5,265,19909,0.49,4.6,267,KNW02_Waves.xlsx,
26/03/2024 16:00,0.69,2.1,85,19917,0.87,3.9,75,KNW02_Waves.xlsx,
26/03/2024 17:00,0.54,8.5,331,19934,0.69,5,352,KNW02_Waves.xlsx,
26/03/2024 18:00,0.77,2,107,19938,0.98,3.1,23,KNW02_Waves.xlsx,
26/03/2024 19:00,0.87,1.9,154,19948,1.11,3.6,266,KNW02_Waves.xlsx,
26/03/2024 20:00,0.33,4.7,105,19955,0.42,6.1,5,KNW02_Waves.xlsx,
26/03/2024 21:00,0.47,8.5,229,19975,0.6,5.1,168,KNW02_Waves.xlsx,
26/03/2024 22:00,0.64,2.2,229,19958,0.81,4.2,282,KNW02_Waves.xlsx,
26/03/2024 23:00,0.55,2,36,19946,0.7,3.8,103,KNW02_Waves.xlsx,
27/03/2024 00:00,0.49,8.5,41,19959,0.63,4.6,34,KNW02_Waves.xlsx,
27/03/2024 01:00,0.67,2.1,51,19936,0.85,3.8,144,KNW02_Waves.xlsx,
27/03/2024 02:00,0.47,8.5,53,19940,0.6,5.8,91,KNW02_Waves.xlsx,
27/03/2024 03:00,0.62,8.5,55,19944,0.79,4.1,53,KNW02_Waves.xlsx,
27/03/2024 04:00,0.46,2.2,61,19937,0.58,4,77,KNW02_Waves.xlsx,
27/03/2024 05:00,0.38,8.5,273,19943,0.48,6.9,279,KNW02_Waves.xlsx,
27/03/2024 06:00,0.34,7.5,81,19943,0.44,6.2,99,KNW02_Waves.xlsx,
27/03/2024 07:00,0.27,8.5,145,19968,0.34,9.5,157,KNW02_Waves.xlsx,
27/03/2024 08:00,0.32,8.5,117,19979,0.41,6.3,130,KNW02_Waves.xlsx,
27/03/2024 09:00,0.46,2.2,125,19967,0.58,4.3,80,KNW02_Waves.xlsx,
27/03/2024 10:00,0.59,8.5,89,19961,0.75,4.3,95,KNW02_Waves.xlsx,
27/03/2024 11:00,0.56,2.1,339,19962,0.71,4,106,KNW02_Waves.xlsx,
27/03/2024 12:00,0.55,2.1,127,19955,0.69,4,188,KNW02_Waves.xlsx,
27/03/2024 13:00,0.34,8.5,153,19940,0.44,5.8,150,KNW02_Waves.xlsx,
27/03/2024 14:00,0.43,2.2,169,19932,0.55,3.9,129,KNW02_Waves.xlsx,
27/03/2024 15:00,0.39,2.2,318,19927,0.49,4,260,KNW02_Waves.xlsx,
27/03/2024 16:00,0.4,2.6,357,19922,0.51,4.6,18,KNW02_Waves.xlsx,
27/03/2024 17:00,0.71,2,286,19939,0.9,4.2,7,KNW02_Waves.xlsx,
27/03/2024 18:00,0.5,7.5,129,19917,0.63,5.9,83,KNW02_Waves.xlsx,
27/03/2024 19:00,0.66,2.2,181,19901,0.84,3.8,251,KNW02_Waves.xlsx,
27/03/2024 20:00,0.7,5.1,-1,19914,0.9,5.7,-1,KNW02_Waves.xlsx,
27/03/2024 21:00,0.53,6.1,335,19892,0.67,4.2,282,KNW02_Waves.xlsx,
27/03/2024 22:00,0.66,2,235,19891,0.84,3.2,264,KNW02_Waves.xlsx,
27/03/2024 23:00,0.79,5.1,-1,19909,1.01,5.8,-1,KNW02_Waves.xlsx,
28/03/2024 00:00,0.51,8.5,124,19893,0.64,5.1,129,KNW02_Waves.xlsx,
28/03/2024 01:00,0.41,2.2,235,19895,0.52,4.7,207,KNW02_Waves.xlsx,
28/03/2024 02:00,0.55,8.5,303,19898,0.69,4.3,286,KNW02_Waves.xlsx,
28/03/2024 03:00,0.47,7.5,137,19910,0.59,5,154,KNW02_Waves.xlsx,
28/03/2024 04:00,0.42,8.5,157,19908,0.53,3.9,134,KNW02_Waves.xlsx,
28/03/2024 05:00,0.44,8.5,333,19941,0.56,5.3,343,KNW02_Waves.xlsx,
28/03/2024 06:00,0.3,2.2,41,19934,0.39,3.7,355,KNW02_Waves.xlsx,
28/03/2024 07:00,0.23,14,141,19933,0.29,4.7,146,KNW02_Waves.xlsx,
28/03/2024 08:00,0.31,8.5,81,19937,0.39,4.4,87,KNW02_Waves.xlsx,
28/03/2024 09:00,0.25,8.5,277,19919,0.31,7.8,256,KNW02_Waves.xlsx,
28/03/2024 10:00,0.2,7.5,85,19893,0.26,6.7,120,KNW02_Waves.xlsx,
28/03/2024 11:00,0.2,7.5,273,19886,0.25,8.4,266,KNW02_Waves.xlsx,
28/03/2024 12:00,0.14,18,189,19873,0.18,17,164,KNW02_Waves.xlsx,
28/03/2024 13:00,0.34,2.2,314,19853,0.44,3.9,181,KNW02_Waves.xlsx,
28/03/2024 14:00,0.4,8.5,105,19849,0.5,6,119,KNW02_Waves.xlsx,
28/03/2024 15:00,0.6,2,104,19862,0.77,3.6,93,KNW02_Waves.xlsx,
28/03/2024 16:00,0.5,2.2,281,19869,0.63,3.6,310,KNW02_Waves.xlsx,
28/03/2024 17:00,0.67,6.7,-1,19861,0.85,5.8,-1,KNW02_Waves.xlsx,
28/03/2024 18:00,0.58,7.5,124,19875,0.73,4.1,103,KNW02_Waves.xlsx,
28/03/2024 19:00,0.58,8.5,261,19870,0.74,4.1,254,KNW02_Waves.xlsx,
28/03/2024 20:00,0.68,2,79,19872,0.86,3.7,144,KNW02_Waves.xlsx,
28/03/2024 21:00,0.67,7.5,201,19868,0.84,4,264,KNW02_Waves.xlsx,
28/03/2024 22:00,0.38,8.5,357,19891,0.49,6.4,19,KNW02_Waves.xlsx,
28/03/2024 23:00,0.36,8.5,357,19910,0.46,5.3,17,KNW02_Waves.xlsx,
29/03/2024 00:00,0.35,2.2,329,19897,0.45,4.1,63,KNW02_Waves.xlsx,
29/03/2024 01:00,0.41,2.2,301,19894,0.53,4.3,227,KNW02_Waves.xlsx,
29/03/2024 02:00,0.6,6.7,273,19908,0.77,4.4,238,KNW02_Waves.xlsx,
29/03/2024 03:00,0.42,8.5,41,19906,0.54,5.3,76,KNW02_Waves.xlsx,
29/03/2024 04:00,0.35,8.5,69,19912,0.45,6.7,62,KNW02_Waves.xlsx,
